,Business ID,Name,Address,Rating,Price,review,rating,time,total reviews,business id
10,kS2CP48K66yL2TwIhUqy_A,Tamarind,"99 Hudson St, New York, NY 10013",4.0,$$$,I've been meaning to try this spot for a long time and I honestly had very low expectations because it's an overpriced Indian restaurant in Manhattan.  To...,3,2020-02-10 19:15:25,918,kS2CP48K66yL2TwIhUqy_A
11,kS2CP48K66yL2TwIhUqy_A,Tamarind,"99 Hudson St, New York, NY 10013",4.0,$$$,"Absolutely love this place. The quality of the food is great. Ambiance is somewhat formal and can be a little professional at lunch, with mostly business...",5,2019-12-12 15:30:09,918,kS2CP48K66yL2TwIhUqy_A
12,9pMhRYYgV7E9L7pzECtJKA,The Drunken Munkey - UES,"338 E 92nd St, New York, NY 10128",4.5,$$,"I was in NYC for 5 days and this was across from the Courtyard Marriott UES. I ended up coming back for a second visit on my last night - incredible vibe,...",5,2020-02-09 15:36:11,1002,9pMhRYYgV7E9L7pzECtJKA
13,9pMhRYYgV7E9L7pzECtJKA,The Drunken Munkey - UES,"338 E 92nd St, New York, NY 10128",4.5,$$,"BEWARE: Was excited to try this cute little Indian restaurant based on the Yelp reviews and was happy to be able to get a seat.  The atmosphere is great,...",1,2020-03-09 08:52:43,1002,9pMhRYYgV7E9L7pzECtJKA
14,9pMhRYYgV7E9L7pzECtJKA,The Drunken Munkey - UES,"338 E 92nd St, New York, NY 10128",4.5,$$,I regret not trying this place sooner! The food is delicious and fresh. The cocktails are delicious and thoughtfully made. Every time someone asks where to...,4,2020-03-01 10:56:20,1002,9pMhRYYgV7E9L7pzECtJKA
15,_7BGw3YFNOTzP1Www3zB7g,Mughlai Grill,"6 Clinton St, New York, NY 10002",4.5,$$,"Top 5 restaurant in the city, not just in the Indian food category!

Sooo good, everything is cooked to perfection, and the service is top notch.

They have...",5,2020-01-20 19:34:23,348,_7BGw3YFNOTzP1Www3zB7g
16,_7BGw3YFNOTzP1Www3zB7g,Mughlai Grill,"6 Clinton St, New York, NY 10002",4.5,$$,Came here on a Saturday night and the place wasn't too busy. I ordered the Tandoori chicken which came with rice and I also got the free side of naan with...,3,2020-02-02 12:53:20,348,_7BGw3YFNOTzP1Www3zB7g
17,_7BGw3YFNOTzP1Www3zB7g,Mughlai Grill,"6 Clinton St, New York, NY 10002",4.5,$$,"Mughlai Grill has some truly delicious and unique offerings, and the best part is that they don't hold back when you order something spicy. I find that many...",5,2019-12-04 05:31:08,348,_7BGw3YFNOTzP1Www3zB7g
18,7DUPGtHqVZHJ3yIufbWLsg,Malai Marke Indian Cuisine,"318 E 6th St, New York, NY 10003",4.0,$$,"Spicy and flavorful. Recommend it.

I stopped in for a takeout order after seeing the spice club on the menu as I walked by after spicy moon.

They have a...",4,2020-03-22 21:48:55,552,7DUPGtHqVZHJ3yIufbWLsg
19,7DUPGtHqVZHJ3yIufbWLsg,Malai Marke Indian Cuisine,"318 E 6th St, New York, NY 10003",4.0,$$,"This is one of the most authentic Indian restaurant I have been in nyc, and every time I came here the first spoon of the food is always impressive. 
We...",5,2020-02-22 13:32:33,552,7DUPGtHqVZHJ3yIufbWLsg
20,7DUPGtHqVZHJ3yIufbWLsg,Malai Marke Indian Cuisine,"318 E 6th St, New York, NY 10003",4.0,$$,"First time I was  there I really enjoyed it but the second time I was there it was a completely different place. 

The food wasnt good. The bread was...",1,2020-01-19 04:34:49,552,7DUPGtHqVZHJ3yIufbWLsg
21,_z2_1TE_1brlvljiGtJ4mA,Aahar Indian Cuisine,"10 Murray St, New York, NY 10007",4.5,$$,"Aahar Indian Cuisine is one of our favorite Indian restaurants in Manhattan, even though we've only had their food via delivery. The dishes are consistently...",5,2020-03-17 09:56:14,315,_z2_1TE_1brlvljiGtJ4mA
22,_z2_1TE_1brlvljiGtJ4mA,Aahar Indian Cuisine,"10 Murray St, New York, NY 10007",4.5,$$,"STAY AT HOME, EVERYONE. FLATTEN THE CURVE!!!

Went to go pick up a MealPal order. This place has an interesting layout. It's really big with a ton of...",4,2020-03-31 21:01:12,315,_z2_1TE_1brlvljiGtJ4mA
23,_z2_1TE_1brlvljiGtJ4mA,Aahar Indian Cuisine,"10 Murray St, New York, NY 10007",4.5,$$,"Came here on a Friday with a reservation for four. The place wasn't packed, but it was busy enough. Our table ordered samosas and the bhel puri as...",4,2020-03-13 23:47:35,315,_z2_1TE_1brlvljiGtJ4mA
24,iXSuNKKUBIrBX7zUerlQDQ,Benares,"45 Murray St, New York, NY 10007",4.0,$$,This place hits the homestyle Indian food in a nice fine-dining setting. Came here with some coworkers after a long day of work and have plenty to each....,4,2020-03-25 22:42:24,507,iXSuNKKUBIrBX7zUerlQDQ
25,iXSuNKKUBIrBX7zUerlQDQ,Benares,"45 Murray St, New York, NY 10007",4.0,$$,"Located in the upscale tribeca area, Benares offers delicious contemporary Indian food. Upon entering Benares, I was greeted by the warm and friendly staff...",5,2020-03-14 13:39:25,507,iXSuNKKUBIrBX7zUerlQDQ
26,iXSuNKKUBIrBX7zUerlQDQ,Benares,"45 Murray St, New York, NY 10007",4.0,$$,"Great option in the city - very authentic and food is tasty.

The garlic naan is flavorful but not as pillowy as other places. I got the butter chicken and...",5,2020-02-13 05:19:15,507,iXSuNKKUBIrBX7zUerlQDQ
27,NgD-6ogFGc_c4z5_Ur4k2g,Dhaba Indian Cuisine,"108 Lexington Ave, New York, NY 10016",3.5,$$,"Food = 5 stars
Service = 3.5 stars

This visit was off to a rocky start for me as I had an OpenTable reservation that couldn't be found in the restaurant's...",4,2020-02-17 11:22:04,1483,NgD-6ogFGc_c4z5_Ur4k2g
28,NgD-6ogFGc_c4z5_Ur4k2g,Dhaba Indian Cuisine,"108 Lexington Ave, New York, NY 10016",3.5,$$,The lunch buffet over the weekdays is good choice. They give a small bite fir the table and latter serve hot tandoori in the plate when we order buffet...,3,2020-02-14 13:34:55,1483,NgD-6ogFGc_c4z5_Ur4k2g
29,NgD-6ogFGc_c4z5_Ur4k2g,Dhaba Indian Cuisine,"108 Lexington Ave, New York, NY 10016",3.5,$$,"For a lunch spot, this place is a great value for money. They have a buffet that'll run you around $14 (extra if you order drinks), and they have a decent...",4,2020-02-11 22:04:00,1483,NgD-6ogFGc_c4z5_Ur4k2g
30,CO3lm5309asRY7XG5eXNgg,Rahi,"60 Greenwich Ave, New York, NY 10011",4.5,$$$,"Came here on a Sunday evening for the first time.  We had a reservation and were seated almost immediately. 
For appetizers we ordered the chilli paneer...",5,2020-02-17 06:37:02,456,CO3lm5309asRY7XG5eXNgg
31,CO3lm5309asRY7XG5eXNgg,Rahi,"60 Greenwich Ave, New York, NY 10011",4.5,$$$,"I really wanted to like Rahi, I really did. I'm a huge fan of Indian food, and I really liked the ambiance and the service here. 

Unfortunately, for all 4...",2,2020-03-07 09:35:53,456,CO3lm5309asRY7XG5eXNgg
32,CO3lm5309asRY7XG5eXNgg,Rahi,"60 Greenwich Ave, New York, NY 10011",4.5,$$$,Rahi was a treat on so many levels. Indian food is not my usual go to. I don't have anything against Indian food but it's not my usual go to like Mexican or...,4,2020-02-28 16:02:31,456,CO3lm5309asRY7XG5eXNgg
33,jYhbUh1TV7SCfPxjIhVpcg,Baar Baar,"13 E 1st St, New York, NY 10003",4.0,$$$,"Baar Baar is one of those amazing NYC gems that starts off slow but picks up so incredibly well. We got Rooh Afza mocktail, which was quite tarty and not...",5,2020-03-11 22:07:34,740,jYhbUh1TV7SCfPxjIhVpcg
34,jYhbUh1TV7SCfPxjIhVpcg,Baar Baar,"13 E 1st St, New York, NY 10003",4.0,$$$,BAAR BAAR translates to Again & Again; a reimagining of the Indian love affair with all things spirited. New York's first of its kind Indian Gastro Bar that...,3,2020-03-17 16:54:23,740,jYhbUh1TV7SCfPxjIhVpcg
35,jYhbUh1TV7SCfPxjIhVpcg,Baar Baar,"13 E 1st St, New York, NY 10003",4.0,$$$,Baar baar has been on my list and finally got a chance to try it last weekend for bollywood brunch. We called up the restaurant before hand and got the...,1,2020-03-07 20:34:36,740,jYhbUh1TV7SCfPxjIhVpcg
36,BXoW0AUDE7WZJcY-Vhqlbg,Indian Table,"234 Court St, Brooklyn, NY 11201",4.5,$$,"Tasteful establishment. Kevin (the owner) is extremely welcoming and really knows how to make his guest feel at home. 

The food is amazing and greatly...",5,2020-01-25 06:37:26,107,BXoW0AUDE7WZJcY-Vhqlbg
37,BXoW0AUDE7WZJcY-Vhqlbg,Indian Table,"234 Court St, Brooklyn, NY 11201",4.5,$$,"I gave this place 4 stars for the food, environment and service. The food leans toward a 3.5 side however,  but since the place is quaint and comfortable,...",4,2020-01-26 14:04:21,107,BXoW0AUDE7WZJcY-Vhqlbg
38,BXoW0AUDE7WZJcY-Vhqlbg,Indian Table,"234 Court St, Brooklyn, NY 11201",4.5,$$,"What you would expect from a local neighborhood Indian restaurant - solid fare, wonderful ambiance, and an overall satisfying dining experience.

Service is...",4,2019-11-14 12:26:54,107,BXoW0AUDE7WZJcY-Vhqlbg
39,x0k5kFArHLijdY8-NEQ7Xg,Bengal Tiger Indian Food,"58 W 56th St, Fl 2, New York, NY 10019",4.5,$$,What an incredible find in the heart of midtown! Came here at 545pm on a Sunday with a party of two and the restaurant is already packed! Goes to show how...,5,2020-02-26 09:38:24,1900,x0k5kFArHLijdY8-NEQ7Xg
40,x0k5kFArHLijdY8-NEQ7Xg,Bengal Tiger Indian Food,"58 W 56th St, Fl 2, New York, NY 10019",4.5,$$,Bengal Tiger Indian food is definitely one of the best Indian Food restaurants I've been to.  The vibe is very homey as it is located on the second floor...,4,2020-03-21 10:56:58,1900,x0k5kFArHLijdY8-NEQ7Xg
41,x0k5kFArHLijdY8-NEQ7Xg,Bengal Tiger Indian Food,"58 W 56th St, Fl 2, New York, NY 10019",4.5,$$,The restaurant is slightly hidden as it's on the second floor of what looks like an apartment walk up. Once inside you have a bar area to right and a small...,4,2020-03-06 06:03:59,1900,x0k5kFArHLijdY8-NEQ7Xg
42,15svH3HiVDwHMSIlRYpk6A,Ashoka Indian Restaurant,"489 Columbus Ave, New York, NY 10024",4.5,$$,I am obsessed with this place. The food is incredible and the people here are so nice and attentive. We always get the ragda chaat for an appetizer. I...,5,2020-02-23 14:34:11,239,15svH3HiVDwHMSIlRYpk6A
43,15svH3HiVDwHMSIlRYpk6A,Ashoka Indian Restaurant,"489 Columbus Ave, New York, NY 10024",4.5,$$,"Big portions, ok food. 
Ordered takeout from Ashoka last week, based upon the great reviews. I ordered the chicken tikka Marsala and saag paneer, plus a few...",4,2020-02-15 16:12:27,239,15svH3HiVDwHMSIlRYpk6A
44,15svH3HiVDwHMSIlRYpk6A,Ashoka Indian Restaurant,"489 Columbus Ave, New York, NY 10024",4.5,$$,I eat out a lot and during the week I do Meal Pal. It helps me with my weekly budget but most importantly it helps me discover new places I can take my wife...,1,2018-11-26 10:12:45,239,15svH3HiVDwHMSIlRYpk6A
45,V2A9Leycc5_FEpgQC34i7Q,India Kitchen,"493 9th Ave, New York, NY 10018",4.0,$$,"It's been a few years now, but this place is still amazingly consistent in churning out some of the best (in my humble opinion, the best) Indian food in...",5,2020-03-31 10:36:32,302,V2A9Leycc5_FEpgQC34i7Q
46,V2A9Leycc5_FEpgQC34i7Q,India Kitchen,"493 9th Ave, New York, NY 10018",4.0,$$,Just happened to pass by this place during lunch time and decided to come in for some Indian food.  It's a small quaint place with a homey kind of feel with...,5,2020-01-31 09:17:25,302,V2A9Leycc5_FEpgQC34i7Q
47,V2A9Leycc5_FEpgQC34i7Q,India Kitchen,"493 9th Ave, New York, NY 10018",4.0,$$,"I came here on a whim after the restaurant I was supposed to go to had too long of a wait. At first I was disappointed I missed out, but the food at India...",4,2019-12-24 22:52:59,302,V2A9Leycc5_FEpgQC34i7Q
48,objNX6cuj1JyUijFjw21Qw,Raju's Drunk Munky,"31 Cornelia St, New York, NY 10014",4.5,$$,This is one of the best Indian restaurants in the city.  It's very inviting to enter and cozy cozy.  The service is very friendly and attentive.  The food...,5,2019-12-29 19:39:20,180,objNX6cuj1JyUijFjw21Qw
49,objNX6cuj1JyUijFjw21Qw,Raju's Drunk Munky,"31 Cornelia St, New York, NY 10014",4.5,$$,Went here for dinner with my cousin for his bday. Didn't really know what to think of this place..it just doesn't have a theme going and it's all over the...,3,2020-02-02 02:16:46,180,objNX6cuj1JyUijFjw21Qw
50,objNX6cuj1JyUijFjw21Qw,Raju's Drunk Munky,"31 Cornelia St, New York, NY 10014",4.5,$$,"Ah man I wanted to really like this place. We like Indian food, and this place was going to be the redemption dinner after our ridiculous attempt to have...",2,2020-01-28 10:47:14,180,objNX6cuj1JyUijFjw21Qw
51,Xl-zlT0NLLiKhym88em22w,Adda Indian Canteen,"31-31 Thomson Ave, Long Island City, NY 11101",4.0,$$,"I came here last night on a double date and it was amazing. The ambiance was romantic and fun, the wait staff was very friendly and the food was DELICIOUS!...",5,2020-02-02 07:21:54,323,Xl-zlT0NLLiKhym88em22w
52,Xl-zlT0NLLiKhym88em22w,Adda Indian Canteen,"31-31 Thomson Ave, Long Island City, NY 11101",4.0,$$,"So some of the dishes here are 5 star for sure, but I can't say that everything is, and it is a little pricey, so that's how I end up at 4 stars.  That...",4,2020-03-07 12:25:56,323,Xl-zlT0NLLiKhym88em22w
53,Xl-zlT0NLLiKhym88em22w,Adda Indian Canteen,"31-31 Thomson Ave, Long Island City, NY 11101",4.0,$$,"1) Bad service. After being seated, for a glass of water, we waited for 10 minutes. 
2) People coming inside crashing into people going outside. Bad design....",1,2020-03-05 13:27:17,323,Xl-zlT0NLLiKhym88em22w
54,eTzH9lmkmouNlmuJ77i8Ow,Angaar,"283 Columbus Ave, New York, NY 10023",4.5,$$,"The best North Indian food in the neighborhood.  What a terrific addition to the UWS.  Thank you, Parminder -- and everyone else who makes this place...",5,2020-03-19 11:26:19,93,eTzH9lmkmouNlmuJ77i8Ow
55,eTzH9lmkmouNlmuJ77i8Ow,Angaar,"283 Columbus Ave, New York, NY 10023",4.5,$$,I was very pleased with the service here. Everyone was so friendly and kind. It's such a cozy restaurant with an upstairs seating. I am so sad that it...,3,2019-12-26 22:36:09,93,eTzH9lmkmouNlmuJ77i8Ow
56,eTzH9lmkmouNlmuJ77i8Ow,Angaar,"283 Columbus Ave, New York, NY 10023",4.5,$$,"I went on December 17th.  I used to be a regular under the old owner.  I was a regular for lunch and dinner.

Under the old owner, the lunch special was...",1,2019-12-17 09:38:29,93,eTzH9lmkmouNlmuJ77i8Ow
57,3dZsX3mqbVsLEXPwMYKPsw,Zaika New York,"230 E 44th St, New York, NY 10017",4.5,$$,"I have no idea what they do to their food here.... but it is absolutely unbelievably delicious. It was like a party in my mouth, and I loved every single...",5,2020-01-11 09:01:03,137,3dZsX3mqbVsLEXPwMYKPsw
58,3dZsX3mqbVsLEXPwMYKPsw,Zaika New York,"230 E 44th St, New York, NY 10017",4.5,$$,Zaika has amazing taste! I was surprised to see the restaurant almost empty when I got there. I was hesitant at first if it would be good but everything...,5,2019-11-14 08:59:42,137,3dZsX3mqbVsLEXPwMYKPsw
59,3dZsX3mqbVsLEXPwMYKPsw,Zaika New York,"230 E 44th St, New York, NY 10017",4.5,$$,"Zaika is a gem that I was lucky enough to discover last February. The quality of food is highly underrated, and the dining room is quite spacious compared...",5,2019-10-04 19:55:51,137,3dZsX3mqbVsLEXPwMYKPsw
60,lP8uDU4oNEkPD8-Ik-PvQQ,Awadh,"2588 Broadway, New York, NY 10025",3.5,$$,Great food. Friendly staff. Good atmosphere. Great addition to the neighborhood. This might be the best Indian food I've had. The stewed lamb is my go to. Go.,5,2020-02-17 21:55:20,309,lP8uDU4oNEkPD8-Ik-PvQQ
61,lP8uDU4oNEkPD8-Ik-PvQQ,Awadh,"2588 Broadway, New York, NY 10025",3.5,$$,"An overall OK experience. What it does right, it does really right. Unfortunately a few issues brought down the experience. 

Pros - the cook on all dishes...",3,2019-11-10 11:13:38,309,lP8uDU4oNEkPD8-Ik-PvQQ
62,lP8uDU4oNEkPD8-Ik-PvQQ,Awadh,"2588 Broadway, New York, NY 10025",3.5,$$,"Awadh is a lovely, more upscale Indian restaurant. We shared the vegetables with five spices (subz sangam) and the chicken with cashew cream sauce (khaas...",3,2020-02-18 11:23:55,309,lP8uDU4oNEkPD8-Ik-PvQQ
63,FvnExtQHPfz_crDCBTQ1iQ,Mint Masala,"95 Macdougal St, New York, NY 10012",4.0,$$,"I'm so glad I stopped by ! My friend and I ended up getting the dosa and chicken masala curry . The Dosa was fantastic, the potatoes had so much flavor ,...",5,2020-03-25 16:36:50,309,FvnExtQHPfz_crDCBTQ1iQ
64,FvnExtQHPfz_crDCBTQ1iQ,Mint Masala,"95 Macdougal St, New York, NY 10012",4.0,$$,The photos of the dosa on yelp for this spot look really good and so I had pretty high expectations. I came here with a friend and we split both ours dosas....,3,2020-02-06 10:25:56,309,FvnExtQHPfz_crDCBTQ1iQ
65,FvnExtQHPfz_crDCBTQ1iQ,Mint Masala,"95 Macdougal St, New York, NY 10012",4.0,$$,I plan on order a ton of food from here while I Shelter-in-Place. Curries freeze very nicely and are the perfect food to have on hand in any crisis. ;)...,5,2020-03-25 04:11:20,309,FvnExtQHPfz_crDCBTQ1iQ
66,ut-560tVcs2g-ZU0Y_qqHQ,Saar Indian Bistro,"241 W 51st St, New York, NY 10019",4.5,$$,One of the best Indian restaurants in the city! The butter chicken was fantastic. The charred flavor was pleasant on the chicken. Spice level was a medium...,5,2020-02-29 14:05:39,185,ut-560tVcs2g-ZU0Y_qqHQ
67,ut-560tVcs2g-ZU0Y_qqHQ,Saar Indian Bistro,"241 W 51st St, New York, NY 10019",4.5,$$,"I came here with a friend for dinner. The food here is amazing though we did get butter chicken, truffle risotto and garlic naan and that combination was a...",4,2020-02-27 14:01:30,185,ut-560tVcs2g-ZU0Y_qqHQ
68,ut-560tVcs2g-ZU0Y_qqHQ,Saar Indian Bistro,"241 W 51st St, New York, NY 10019",4.5,$$,"Used the Pulsd coupon. We were seated immediately with our reservation. 

Our server was wonderful as we took a few minutes to digest the menu. Her service...",5,2020-02-10 17:46:57,185,ut-560tVcs2g-ZU0Y_qqHQ
69,3uEkZEAp7biQEtt0S7W1Vg,Vatan Indian Vegetarian,"409 3rd Ave, New York, NY 10016",4.0,$$$,"Came here for a Valentine's Day dinner on the 15th. I've been here before with my family and we just love it. 
It's hard finding good Gujarati food and this...",5,2020-02-18 09:20:54,647,3uEkZEAp7biQEtt0S7W1Vg
70,3uEkZEAp7biQEtt0S7W1Vg,Vatan Indian Vegetarian,"409 3rd Ave, New York, NY 10016",4.0,$$$,The BEST vegetarian Indian/Gujarati food I've had in New York. Very nice and central location in vicinity of Empire State Building. The seating area is far...,5,2020-01-19 15:51:53,647,3uEkZEAp7biQEtt0S7W1Vg
71,3uEkZEAp7biQEtt0S7W1Vg,Vatan Indian Vegetarian,"409 3rd Ave, New York, NY 10016",4.0,$$$,"Vatan is one of the last authentic New York dining experiences anyone can have in this town. I've been a fan since the 1990s.

The array of Vatan's colorful...",5,2019-12-08 17:44:27,647,3uEkZEAp7biQEtt0S7W1Vg
72,ZikqL-flwV2XYlKtL2UfmA,Rangoli Exquisite Indian Cuisine,"1393 A 2nd Ave, New York, NY 10021",4.5,$$,Tried the chicken vindaloo and the aloo gobi matar. The staff was extremely friendly. They constantly checked in on us to make sure that things were okay....,5,2019-10-24 18:26:55,403,ZikqL-flwV2XYlKtL2UfmA
73,ZikqL-flwV2XYlKtL2UfmA,Rangoli Exquisite Indian Cuisine,"1393 A 2nd Ave, New York, NY 10021",4.5,$$,"On a cold Saturday afternoon, braved the commute to have some Indian comfort food. Not much to look at from the outside, while inside is better presented...",3,2019-12-11 06:42:59,403,ZikqL-flwV2XYlKtL2UfmA
74,ZikqL-flwV2XYlKtL2UfmA,Rangoli Exquisite Indian Cuisine,"1393 A 2nd Ave, New York, NY 10021",4.5,$$,"Ordered delivery.
Overall pretty standard, but my main dish (saag paneer) which is spinach and cheese was a real let down. The spinach was very slimy and...",3,2019-11-07 08:06:41,403,ZikqL-flwV2XYlKtL2UfmA
75,FXDMFBM-rV2s5MHzA33d2g,Bombay Grill House,"764 9th Ave, New York, NY 10019",4.0,$$,First time here & so glad I picked it. It's nice to now go to an Indian resto that still serves U papadum & condiments when seated. They also ask if U want...,5,2020-02-28 14:06:34,256,FXDMFBM-rV2s5MHzA33d2g
76,FXDMFBM-rV2s5MHzA33d2g,Bombay Grill House,"764 9th Ave, New York, NY 10019",4.0,$$,"I saw the great reviews and had to try it for myself. Bombay GH exceeded expectations.

The staff were absolutely wonderful. Attentive and incredibly...",5,2019-10-09 16:00:15,256,FXDMFBM-rV2s5MHzA33d2g
77,FXDMFBM-rV2s5MHzA33d2g,Bombay Grill House,"764 9th Ave, New York, NY 10019",4.0,$$,"THE WORST! We're trying to support local restaurants, especially during this time. Gave them a substantial order via delivery.com. Not only did they fail to...",1,2020-04-04 20:13:31,256,FXDMFBM-rV2s5MHzA33d2g
78,QqrEF8_ZQCGi63cL10J5oA,Chola,"232 E 58th St, New York, NY 10022",4.0,$$,Chola is a amazing restaurant that serves authentic Indian food. Been ordering from Chola for quite a while now. I have never been disappointed. They take...,5,2020-03-07 20:50:39,600,QqrEF8_ZQCGi63cL10J5oA
79,QqrEF8_ZQCGi63cL10J5oA,Chola,"232 E 58th St, New York, NY 10022",4.0,$$,"I came here on a weeknight by myself and spent $56. I definitely splurged a little, being a small 115lb girl. I had plenty of food at the restaurant, and...",5,2020-03-06 10:18:49,600,QqrEF8_ZQCGi63cL10J5oA
80,QqrEF8_ZQCGi63cL10J5oA,Chola,"232 E 58th St, New York, NY 10022",4.0,$$,I went for a Diwali lunch with a party of 12. We were immediately seated as we had a reservation. Chola has great lunch buffet with very nominal price....,3,2019-11-04 16:09:27,600,QqrEF8_ZQCGi63cL10J5oA
81,rn6SmSqAYx2kLFIAxytMMQ,Kajitsu,"125 E 39th St, New York, NY 10016",4.0,$$$$,"Kajitsu is the type of place that would be loved by people with a particular palate, and uninteresting to others, if not most people in New York. The...",4,2020-02-28 21:18:31,240,rn6SmSqAYx2kLFIAxytMMQ
82,rn6SmSqAYx2kLFIAxytMMQ,Kajitsu,"125 E 39th St, New York, NY 10016",4.0,$$$$,"Overall an underwhelming experience in our view for the following reasons:
-my stomach wasn't feeling well the next day
-the portions are overly...",2,2020-01-25 11:38:06,240,rn6SmSqAYx2kLFIAxytMMQ
83,rn6SmSqAYx2kLFIAxytMMQ,Kajitsu,"125 E 39th St, New York, NY 10016",4.0,$$$$,"As big fans of Ryuichi Sakamoto, we followed him to his favorite restaurant in New York. Kajitsu serves  Japanese shojin cuisine, a type of vegetarian...",5,2020-01-12 08:04:11,240,rn6SmSqAYx2kLFIAxytMMQ
84,yKQZqmCbk3EkGC5ajHgEGg,Amma,"246 E 51st St, New York, NY 10022",4.0,$$$,"Fantastic Indian cuisine, even better service and a warm environment.  They treat you like family and fed you the same way.  You won't find better in New...",5,2020-02-27 17:28:03,500,yKQZqmCbk3EkGC5ajHgEGg
85,yKQZqmCbk3EkGC5ajHgEGg,Amma,"246 E 51st St, New York, NY 10022",4.0,$$$,"While I was visiting NYC, I was craving Indian (what's new!) and remembered Amma being good back when I lived there.  Since I happened to be staying around...",3,2020-03-01 07:46:42,500,yKQZqmCbk3EkGC5ajHgEGg
86,yKQZqmCbk3EkGC5ajHgEGg,Amma,"246 E 51st St, New York, NY 10022",4.0,$$$,"Absolutely Amazing., me and my GF really enjoyed their food and will be back for more. Beautiful designed restaurant with nice atmosphere to complement it....",5,2020-02-05 22:01:11,500,yKQZqmCbk3EkGC5ajHgEGg
87,7USPKYeaAfxl0Ch9j_1l7A,Moti Mahal Delux,"1149 1st Ave, New York, NY 10065",4.0,$$,This has become our go to Indian spot these days. We've done both take out and dine in and it's great both ways. The few times I've dined in we've made...,4,2020-02-13 16:43:37,473,7USPKYeaAfxl0Ch9j_1l7A
88,7USPKYeaAfxl0Ch9j_1l7A,Moti Mahal Delux,"1149 1st Ave, New York, NY 10065",4.0,$$,"A complete shithole. They call themselves an indian restaurant but they are from Bangladesh (No, not the same thing). Bangladeshi food is completely...",1,2020-03-15 17:05:25,473,7USPKYeaAfxl0Ch9j_1l7A
89,7USPKYeaAfxl0Ch9j_1l7A,Moti Mahal Delux,"1149 1st Ave, New York, NY 10065",4.0,$$,"The worst service I experienced in an Indian Restaurant.
Server were serving us as if they were doing a favor and were grumpy on every order we placed
The...",1,2020-02-16 11:34:59,473,7USPKYeaAfxl0Ch9j_1l7A
90,WWpOWqOgS9ClYvxYVzR0lg,Tikka Indian Grill,"185 Grand St, Brooklyn, NY 11211",4.0,$$,The food here is so good. I recommend coming here with no more than 4 people if you want to get seated quickly as it is a pretty small place and it can get...,5,2020-03-12 16:49:00,322,WWpOWqOgS9ClYvxYVzR0lg
