,Business ID,Name,Address,Rating,Price
4,HGNqWrRYJNyhJSS8yia8HQ,Ruchi,"120 Cedar St, New York, NY 10006",3.5,$$
5,SB4t6vWpxlVQAfCQ3oC1BQ,Curry Heights,"151 Remsen St, Brooklyn, NY 11201",3.5,$$
6,uucP1LoFyamFS0qDwgMXbg,Ghandi Cafe,"283 Bleecker St, New York, NY 10014",4.0,$$
7,dOQjniOt57mI9l9CmrCSJQ,Curry India,"148 W 49th St, New York, NY 10019",4.0,$$
8,Q7wFlNr4OFU0eCJXcOmopg,Bombay's Indian Restaurant,"60 Pearl St, New York, NY 10004",3.5,$$
9,lxNU-aBq0yPwBDx-i89ahA,Seva Indian Cuisine,"3007 34th St, Astoria, NY 11103",4.5,$$
10,ik7LcD1fkzVbVQ6Sntd4LA,Indian Spice,"351 7th Ave, Brooklyn, NY 11215",4.0,$$
11,qhXIW0LDT4XsoN2IE6dZHg,Ahimsa Garden,"265 E 10th St, New York, NY 10009",4.5,$$
12,V2oWqXcoJkgGeIPOaS9eDA,Masala Times Greenwich Village,"194 Bleecker St, New York, NY 10012",4.0,$$
13,jf3JRaxUYU93x8LFU-8gkA,GupShup,"115 E18th St, New York, NY 10003",4.0,$$$
14,5z7OuOWuZRu6byp2XDKbQw,Saravanaa Bhavan,"81 Lexington Ave, New York, NY 10016",3.5,$$
15,jG3XHl8Bkw5KEwAI93ciVw,Nirvana,"346 Lexington Ave, New York, NY 10016",3.5,$$
16,4Kv4EVmrQ8TdlSD7MW0wHg,Babu Ji,"22 E 13th St, New York, NY 10003",3.5,$$
17,Pv51B3SzP4OqUbJncEeF1g,Masala Grill,"501B Atlantic Ave, Brooklyn, NY 11217",3.5,$$
18,t6PzD4uzBOfyCLcd_lT8cQ,Sathi,"216 3rd Ave, New York, NY 10003",4.5,$$
19,-MXQI-AjTJViEekzs_5_8A,Corner Delhi,"447 Bergen St, Brooklyn, NY 11217",4.0,$$
20,maXkjUEZGWrKF7BFrrUUXQ,King of Tandoor,"600 Flatbush Ave, Brooklyn, NY 11225",4.0,$$
21,w2-VGvlBCMYo9ko8Y_PzAw,Masala King,"64 E 34th St, New York, NY 10016",4.0,$$
22,HY7Hx-z5lq1vAacDwYBfoA,Diwan Grill Indian Cuisine,"678 Franklin Ave, Brooklyn, NY 11238",4.0,$$
23,1_pK5aQ47atF50oAKHADhA,Indian Accent,"123 W 56th St, New York, NY 10019",4.5,$$$$
24,SP4bvMvxel_UPdof_er3HA,Taco Mahal,"73 7th Ave S, New York, NY 10014",4.5,$$
25,1SgiWHlFN5mp5gNLSGx2Ww,Panna II Garden Indian Restaurant,"93 1st Ave, New York, NY 10003",3.0,$$
26,xWUL-j6TQyKQHIfOtetu-Q,HanGawi,"12 E 32nd St, New York, NY 10016",4.0,$$$
27,NhBUzlITbu3rdjm9UEfWsw,Raj's Indian Kitchen,"27-18 Queens Plz S, Long Island City, NY 11101",4.0,$
28,8vYGvXF4OyKv2KV0-iIxrA,Tikka Indian Grill,"34-14 30th Ave, Astoria, NY 11103",4.5,$$
29,yLcJTiE4n_w4sZwSfMZYZA,Bombay Kabab,"54 7th Ave, Brooklyn, NY 11217",4.0,
30,1F0Msl92xYTctkifFYwVCQ,LIC Grill Indian and American Cuisine,"3944 21st, Queens, NY 11101",4.5,
31,EPHhPGDFvnq2ARTBxAikuw,Milon,"93 1st Ave, New York, NY 10003",3.5,$$
32,xeIhR9gx0OsTdoQ0mmEUsA,Badshah,"788 9th Ave, New York, NY 10019",4.0,$$
33,jvPYm9rYK-5ddnjU30Oz4Q,Avant Garden,"130 E 7th St, New York, NY 10009",4.5,$$$
34,RkPakW9XloEm-QB0eNlHmw,indi thai,"123 Allen St, New York, NY 10029",4.5,
35,uqBBk5o9McSEYQ88CG6yHg,deep indian kitchen - indikitch,"109 W 37th St, New York, NY 10018",4.0,$$
36,Ohi-o00luDtU7TMpVtJHJw,Blossom,"187 9th Ave, New York, NY 10011",4.0,$$$
37,OD1CCNpXwUvXB9P6WkTy9A,Tandoor Palace,"88 Fulton St, New York, NY 10038",3.5,$
38,bFUVp77ApNkACqXvgiekPQ,Bhatti Indian Grill,"100 Lexington Ave, New York, NY 10016",3.5,$$
39,PEEw2ip9VrmiMBP4b6op_g,Govinda's Vegetarian,"305 Schermerhorn St, Brooklyn, NY 11217",4.5,$
40,DOdbSGm9ULZlVz-1-Jjhmg,Chote Nawab,"115 Lexington Ave, New York, NY 10016",3.5,$$
41,uVRau5cd-OpqWIA-qsCiJA,All About Indian Food,"443 Bushwick Ave, Brooklyn, NY 11206",4.0,$$
42,9eZrG8nANKuoyGSqdj_gew,Ashoka Grill,"1436 Flatbush Ave, Brooklyn, NY 11210",4.0,$$
43,aLnt6DwRxlSm8xD9nuEEmA,Mumbai Place,"655 Vanderbilt Ave, Brooklyn, NY 11238",4.0,$$
44,80u4xIY1kp_25AUh9BW0Bw,Kanan Indian Restaurant,"452 3rd Ave, Brooklyn, NY 11215",4.0,$$
45,PdzL9svqapSqH4o8bF86Pw,Punjabi Grocery & Deli,"114 E 1st St, New York, NY 10009",4.5,$
46,aM4h2RwyHyngSDehB_qq3g,Dawat Haute Indian Cuisine,"210 E 58th St, New York, NY 10022",3.5,$$$
47,hfCU-GH8GP6vjAknXUyhKQ,Cardamom,"43-45 43rd St Queens Blvd, Sunnyside, NY 11104",4.5,$$
48,MtZaEGCm6zdAV8W4TWlerQ,Masti Indian Grill & Chatt Bar,"184 Havemeyer St, New York, NY 11211",4.5,
49,gc5VOvoqzM8UQJwV1mhdkA,Taj Kabab King,"568 Grand St, Brooklyn, NY 11211",3.5,$$
0,yV7brOiTLS3Lmwws8e3nXA,Dil-e Punjab Deli,"170 9th Ave, New York, NY 10011",4.5,$
1,JCFEtB6jJXbOMJ7_ZUpD3g,Spice Grill,"48 W 48th St, New York, NY 10036",3.5,$$
2,NzU2hb0z0jGEOOv0-zTLEQ,Sigiri,"91 1st Ave, New York, NY 10003",4.0,$$
3,fCxjrytrEw_l9vGjSCzszg,Paisley,"429 Greenwich St, New York, NY 10013",4.5,
4,_-EQR2vNYg-b1eZwAgp6JQ,Tanoreen,"7523 3rd Ave, Brooklyn, NY 11209",4.0,$$
5,Gxlxu7Rug2tM_V7sS4x6fQ,Tadka Indian Cuisine,"13-15 43rd Ave, Long Island City, NY 11101",4.0,
6,lnI9toC-uAhBIbtHDMxvcA,Indika House,"943 Broadway, Brooklyn, NY 11206",5.0,$$
7,LWghzX6Vsw1ytEFP6lA8oA,Apna Masala Indian Cuisine,"344 E 6th St, New York, NY 10003",3.5,$$
8,XgqIDfU6tKPUdRxRG5uDNw,Desi Deli Indian Restaurant,"724 10th Ave, New York, NY 10019",3.5,$
9,jb-Fe1cC3ZARF9xyFvJQYQ,Tandoor Oven,"175 E 83rd St, New York, NY 10028",3.5,$$
10,QHZxlt8nFqycBrxxizwKmA,Taj Masala,"256 Malcolm X Blvd, Brooklyn, NY 11233",4.0,$$
11,tXZOJhUUknjTRRo9j4ckZg,Farida Central Asian Cuisine & Grill,"498 9th Ave, New York, NY 10018",4.0,$$
12,MP8Ey2ezsDCSowR-1X6hKg,Dosa Royale,"258 Dekalb Ave, Brooklyn, NY 11205",3.5,$$
13,wQjQHZKH_DxwntbSe1QdxQ,Brick Lane Curry House,"79 2nd Ave, New York, NY 10003",3.5,$$
14,iGIr7N3UlcidQ0FlPBSK4A,Mumtaz Indian Restaurant,"1582 York Ave, New York, NY 10028",3.5,$$
15,VC1udoc_sbHdFaBr0-bMsA,Bombay Chowk,"1378 1st Ave, New York, NY 10021",4.0,$$
16,aY9-yTX9mCGJS-ZFttmYBQ,Kathiyawadi Dhaba,"785 Newark Ave, Jersey City, NJ 07306",4.5,
17,iU0McmYWdsnD-NKRUZXhQQ,Sapphire Indian Restaurant,"435 Dekalb Ave, Brooklyn, NY 11205",3.5,$$
18,GVaTZnN7a-DkrK57l7BbGw,Boishakhi Restaurant,"2914 36th Ave, Astoria, NY 11106",4.0,$
19,zSCp9pjEQ_M3LBuPRDo-Bg,Desi Grill,"46 Wyckoff Ave, Brooklyn, NY 11237",4.0,$$
20,6KOeVK9KMmVG6Q3chyZ_Bg,Taste of Bengal,"2827 31st St, Astoria, NY 11102",4.5,$$
21,jt6ygaAb0W_o3nWqbr_UjQ,Bombay Spice,"1018 Bergen St, Brooklyn, NY 11216",3.5,$$
22,IRRhwACUiMaqkBVAZiCzeg,Hampton Chutney,"143 Grand St, New York, NY 10013",4.0,$$
23,m5Whyz8O8jM4DrE808h71g,Darbar Grill,"157 E 55th St, New York, NY 10022",4.0,$$
24,l4fwf8VwAokv3MWT45Ab7g,Bunna Cafe,"1084 Flushing Ave, Brooklyn, NY 11237",4.5,$$
25,DodCeSN_hkXCJDoJ0uVxKg,Nix,"72 University Pl, New York, NY 10003",4.0,$$
26,Z2qZSs6oVJQFSc44tytAHg,India House Restaurant,"586 Nostrand Ave, Brooklyn, NY 11216",4.0,$$
27,o5sUOmtzcHAeSWtUuFJ00g,Anjappar Chettinad Restaurant,"116 Lexington Ave, New York, NY 10016",3.0,$$
28,gWuHmSQ8G5FiKv-rEogwvA,Pongal,"110 Lexington Ave, New York, NY 10016",3.5,$$
29,UiG3MlLDMMZp31XDBM2kvA,Karahi Indian Cuisine,"803 9th Ave, New York, NY 10019",5.0,
30,ciIoPi0WqaNyB6xkwRKxzA,Joy Curry & Tandoor,"32 W 39th St, New York, NY 10018",4.0,$$
31,shp52ABKmbCEOB4dku0low,Samudra NYC Restaurant,"826 9th Ave, New York, NY 10019",4.5,
32,sQ_L8O9WMU4apxSTVa9JKg,Agra Taj Mahal,"1005 Manhattan Ave, Brooklyn, NY 11222",3.5,$$
33,niivJKBqY5wToDukqZHetQ,Karma Kafe,"505 Washington St, Hoboken, NJ 07030",4.0,$$
34,kB3QyyhHFVyhGgp35Rnuew,The Kati Roll Company,"99 MacDougal St, New York, NY 10012",4.0,$$
35,9y6UQ2GYKe08-WF_1jTX0A,Touch Of Spice - Indian Cuisine,"4114 Park Ave, Weehawken, NJ 07086",3.5,$$
36,Rk6TXh7nINbzJoGtI2C5cA,Desi Galli,"172 Avenue B, Corner 11th, New York, NY 10009",3.5,$$
37,BYnd0Kbkrjhz0CGKMF1lqg,Modern Love Brooklyn,"317 Union Ave, Brooklyn, NY 11211",4.5,$$
38,ZkpKRf_AenlKegg2-NSA3g,Royal Bangladesh Indian Restaurant,"93 1st Ave, New York, NY 10003",3.0,$
39,RdETxi25tbocKIcMiW5TxQ,Darbar Fine Indian Cuisine,"152 E 46th St, New York, NY 10017",4.0,$$
40,_RVeBqIldnrh757oxL-b7w,Salaam Bombay,"319 Greenwich St, New York, NY 10013",3.0,$$
41,4x4M_p_b8GvLkc4fe00GHA,Biryani House Cart,"140 Broadway, New York, NY 10005",4.0,$
42,j0n_poMVZnODYOFviLbh0Q,Taim West Village,"222 Waverly Pl, New York, NY 10014",4.5,$$
43,7k2uvrFxOoBwV7c2m0UBNw,Curry Express,"130 E 29th St, New York, NY 10016",3.5,$
44,izRJeBfDQYJmd6ibIQ6Mfg,Mughlai Indian Cuisine,"1724 2nd Ave, New York, NY 10128",4.5,$$
45,bNO0801dOoSSFJuDdTDzYQ,Hadramout Restaurant,"172 Atlantic Ave, Brooklyn, NY 11201",4.0,$$
46,fjjzAn0j6zCs2SNViuNfwQ,Kailash Parbat,"99 Lexington Ave, New York, NY 10016",3.5,$$
47,NqnCmOlPIJ_QBQzvZ28djA,Sapthagiri Taste Of India,"804 Newark Ave, Jersey City, NJ 07306",3.5,$$
48,NHoKf98A1Hi8htHEfeptgw,Sapid Indian Food,"595 Washington Ave, Brooklyn, NY 11238",3.5,$$
49,RZQDDJBb7X417wcobUyv0g,London Tandoori,"524 Metropolitan Ave, Brooklyn, NY 11211",3.5,
0,raGF9jAO7JOiIbFQ2_bTAg,India at Time Square,"332 W 44 St, New York, NY 10036",4.5,$$
1,-mQG7oEHSAMr9dBDrrqI2g,deep indian kitchen - indikitch,"1190 Avenue Of The Americas, Rockefeller Center, New York, NY 10036",3.5,$$
2,noBCTbD1Ylf5QR7PXy-rkA,Cafe Himalaya,"78 E 1st St, New York, NY 10009",4.0,$$
3,g4EXxoV0z_TnyWF8h9xMKQ,May Kaidee East Broadway,"215 E Broadway, New York, NY 10002",4.5,
4,YM5AbOOg-TjuHJrQmfd0Hw,Desi Galli,"101 Lexington Ave, New York, NY 10016",3.5,$
5,KJNXC2NtxRPeu_nkk1PC4A,Punda Tibetan Restaurant,"3935 47th Ave, Sunnyside, NY 11104",4.0,$$
6,oSMFe-10TyH40NIXG0Zahw,Vaibhav Indian Spice Journey,"737 Newark Ave, Jersey City, NJ 07306",3.5,$$
7,KtYEMI-_zy5hoZTBd3i3Tw,Indian Curry Heights,"125 Ralph Ave, Brooklyn, NY 11221",3.5,$$
8,J0vr8Jpe9t7UgoybpbgkFQ,Bajeko Sekuwa,"43-16 Queens Blvd, Sunnyside, NY 11104",4.0,$$
9,3uEkZEAp7biQEtt0S7W1Vg,Vatan Indian Vegetarian,"409 3rd Ave, New York, NY 10016",4.0,$$$
10,llzZ19xTIrueN5XBZi4zWg,Indian King Biryani House,"140 Broadway, New York, NY 10005",4.5,$
11,oqVG2LsTwvRzgJxId5pqiw,Dar 525,"525 Grand St, Brooklyn, NY 11211",4.5,$$
12,RRwz0t3XcaMCSjTWDy3C9A,Lahori Chilli Restaurant & Sweets,"1026 Coney Island Ave, Brooklyn, NY 11230",3.5,$
13,xemN4tP9RlK5c-yUT-M71Q,Mamasita Bar & Grill,"818 10th Ave, New York, NY 10019",4.0,$$
14,ZrdTKStTAo2pchslOev1KQ,Chennai Garden by Tiffin Wallah,"127 E 28th St, New York, NY 10016",4.0,$$
15,aczqK-esIyqhyk7QLqcc1A,TAJ,"310 E 6th St, New York, NY 10003",3.5,$$
16,rML0mPoWQHxG8ifHGuI7pQ,Mashallah Sweets & Restaurant,"663 Coney Island Ave, Brooklyn, NY 11218",3.5,$
17,qs5aBgcT2v1BFlW-XqQS0Q,Biryani Cart,"46th St & 6th Ave, New York, NY 10003",3.5,$
18,G4Y3yF4UfcCNSj0JFQQVDw,A Saffron Thread Fresh Indian,"98 Chambers St, New York, NY 10007",3.5,$$
19,6lHhC-WND3Vs2DhTnDtgjQ,Taza Mkt,"254 36th St, Bldg 2, Industry City Food Hall, Brooklyn, NY 11232",4.5,$$
20,2LFYEpREb8A0gr-rQSrnXA,Indian Project,"243 W 38th St, New York, NY 10018",4.0,$$
21,gHw2LnjgqyJclvlOjISv6g,Spice Wala Indian Cuisine,"97 1st Ave, New York, NY 10003",3.5,$$
22,sng5ejEyAA22ncDwxdu2lw,Chandni Restaurant,"13 W 29th St, New York, NY 10001",3.5,$
23,dOsIIVVfgiDevGZLWaPnTg,DiwaneKhaas,"53 Nassau St, New York, NY 10038",3.5,$
24,XKy4Cy4uNgO7rxhH4yFJQQ,Mughlai Indian Cuisine,"329 3rd Ave, New York, NY 10010",4.0,$$
25,Csg_qjYzhQxKAinj814AKw,Namaste,"1448 1st Ave, New York, NY 10021",4.0,
26,pGr5QuQU7Ur5GHLvXbT8bw,Paulie Gee's,"60 Greenpoint Ave, Brooklyn, NY 11222",4.0,$$
27,N_gLvnMAqFblJiE9sw89dQ,Nukkad,"105 Greene St, Jersey City, NJ 07302",4.0,$
28,hKKDfUPcDX_c-RCWBMOr1w,Bombay Sandwich Co.,"48 W 27th St, New York, NY 10001",4.0,$$
29,fZOmB4eaVlnf6LIejL2vBg,Jalsa - Grill & Gravy,"964 Coney Island Ave, Brooklyn, NY 11230",4.5,$$
30,7lztzQTF79er1RydVnPiDg,Noi Due,"143 W 69th St, New York, NY 10023",3.5,$$$
31,o21M4dKM4KQbzGVrlq_3Iw,Pearl Indian Food,"738 Franklin Ave, Brooklyn, NY 11238",3.5,$$
32,SJ6gBwqF219nV6dAZBt93Q,Indian Food & Falafel,"6742 5th Ave, Bay Ridge, NY 11220",3.0,$
33,FhXBKrLHyK7np4d0_f1s-w,Swadist Restaurant,"715 Newark Ave, Jersey City, NJ 07306",4.5,$$
34,hG1H6NRQvWQkr7OeTFqDSw,Anarkali Indian Cuisine,"1125 Church Ave, Brooklyn, NY 11218",3.5,$$
35,cuUmPDEY-1KXzShGdpsqag,Turkish Kitchen,"386 3rd Ave, New York, NY 10016",4.0,$$$
36,IbB_7AxWQtDFW1iKnoD1Ug,BK JANI,"679 Grand St, Brooklyn, NY 11211",4.0,$$
37,I8X2NYRYHdWrGrxIHZFJ5A,Tangra Asian Fusion Cuisine,"3923 Queens Blvd, Sunnyside, NY 11104",2.5,$$
38,XipQLDbyTl5tsLlyzAWzug,Jajaja,"162 E Broadway, New York, NY 10002",4.5,$$
39,tfGKVbzMHq4mhVBzrDnVWQ,Lahori Kabab Restaurant,"106 Lexington Ave, New York, NY 10016",3.5,$
40,P5mFtOSiQmplOj0yVP13PQ,Rasoi Restaurant,"810 Newark Ave, Jersey City, NJ 07306",3.5,$$
41,3DVKbi5cSLMlmph43RF_kA,LuAnne's Wild Ginger All-Asian Vegan,"112 Smith St, Brooklyn, NY 11201",4.0,$$
42,elLwg1PVFUEnoyKpzMP8DQ,Bali Kitchen,"128 E 4th St, New York, NY 10003",4.5,$$
43,lIXVm16VchbDXOf7v4hxMA,Haandi,"113 Lexington Ave, New York, NY 10016",3.5,$
44,RRg3P3NsYzutXn5M6mluxw,Lasani Restaurant,"15 W 29th St, New York, NY 10001",3.5,$
45,E8atCW6l6y1SVeEXbbXzEA,Sacred Chow,"227 Sullivan St, New York, NY 10012",4.0,$$
46,TTwPVEHeSeyFMLF6cik8Lw,Raj Mahal,"322 E 6th St, Ste 1, New York, NY 10003",3.0,$$
47,MotfuoOFiEmOKOcRCnRhdA,Lahore Deli,"132 Crosby St, New York, NY 10012",4.0,$
48,m6WOGq7BSB8YPjKoOpNTLQ,Cafe Tibet,"1510 Cortelyou Rd, Brooklyn, NY 11226",4.0,$$
49,yx8cpBwPttpdBvm4V1EawQ,Joy Curry & Tandoor,"148 E 46th St, New York, NY 10017",3.5,$
0,7CM15wd5d8WC_pHR674YXA,Hummus Kitchen,"1613 2nd Ave, New York, NY 10028",4.0,$$
1,S3dtt6qNyYfdF-I4rZTbXw,Graffitti Earth,"190 Church St, New York, NY 10013",3.5,$$
2,z2VXX7wGl8XZ6_oo9W3koA,Patiala Indian Grill,"371 W 34th St, New York, NY 10001",4.0,$$
3,VMSO12sjs6W415PSogC7PA,Paratha Junction,"779 Newark Ave, Jersey City, NJ 07306",3.0,$$
4,ml3ASw5_B5XLnd9kE8xx3g,Salt & Pepper,"139 W 33rd St, New York, NY 10001",3.0,$
5,7-mcmUETyMifs3rbpvCObA,Yeti Spice Grill,"1764 1st Ave, New York, NY 10128",4.0,$$
6,upaVTWhLsxcu1HXqN8iHVQ,Ladybird,"111 East 7th St, New York, NY 10009",4.0,$$
7,nBoOm-TAhRvbcDkHfKOwGg,Swagat Indian Restaurant,"205 W 29th St, New York, NY 10001",3.0,$
8,QaXo7ZhglTcSWHLQ8QNY4A,BK JANI,"445 Albee Sq, Brooklyn, NY 11201",4.5,$$
9,JhJLPp6KuBcD3CHCkEKJ_A,Cocoron,"16 Delancey St, New York, NY 10002",4.0,$$
10,U3hvDT5CtQrnpg2zhJg3mQ,Kashmir 9 - Cuisine of Pakistan,"478 9th Ave, New York, NY 10018",3.5,$
11,u_3TLN0u6LyOL01vdjFOug,Champs Diner,"197 Meserole St, Brooklyn, NY 11206",4.0,$$
12,O5MN8tijDGzJS8uin9zQ2Q,Chef Of India,"324 Central Ave, Jersey City, NJ 07307",3.5,$$
13,UnFe6mLcCdHVyyDxnIBkAA,Ambo,"224 W 35th St, New York, NY 10001",4.0,$$
14,hXqrA_Z3jZ8Q1O6ZehWSwQ,Sami's Kabab House,"35-57 Crescent St, Astoria, NY 11106",4.5,$$
15,4KLrdzN3S9Z30I91MfYT9w,Godavari,"835 Newark Ave, Jersey City, NJ 07306",3.0,$$
16,UtknyDJ_DPut-FKRqs0wpQ,Royal Grill Halal Food,"44TH St And 6th Ave, New York, NY 10018",5.0,$
17,e5c8jGklVNKoaURcDsVxgQ,Curry Up Now,"91 Washington St, Hoboken, NJ 07030",4.0,$$
18,uwx3yy7Wu5u55EiXRv03aQ,Ali Baba,"912 Washington St, Hoboken, NJ 07030",4.0,$$
19,vS5WZNErrgWvHtiO3CTmqA,Sheezan Restaurant,"183 Church St, New York, NY 10007",3.5,$
20,NVCLcLa_7LMEJipAQmNlZw,Agra Restaurant,"807 Lexington Ave, Fl 2, New York, NY 10021",4.0,$$
21,de_HHnpR9mYejcImO8jmVQ,Falguni Family Restaurant,"1326 Newkirk Ave, Brooklyn, NY 11230",4.0,
22,_ztYFP1H6uJmR-9cVLDU5w,Madina Restaurant & Sweets,"563 Coney Island Ave, Brooklyn, NY 11218",3.0,$
23,EgxnURDBkeKXV9rKzHrJLA,Aanchal Indian Restaurant & Bar,"45-12 23rd St, Long Island City, NY 11101",3.5,$$
24,IFZ3_d01uflGixWrrD8_gg,Ariana Afghan Kebab Restaurant,"787 9th Ave, Apt 3N, New York, NY 10019",4.0,$$
